date,hour,demand
2021-06-25,23,65
2021-06-26,0,56
2021-06-26,1,54
2021-06-26,2,53
2021-06-26,3,50
2021-06-26,4,45
2021-06-26,5,42
2021-06-26,8,60
2021-06-26,9,73
2021-06-26,10,86
2021-06-26,11,104
2021-06-26,12,115
2021-06-26,13,121
2021-06-26,14,122
2021-06-26,15,123
2021-06-26,16,115
2021-06-26,17,109
2021-06-26,18,101
2021-06-26,19,88
2021-06-26,20,78
2021-06-26,21,77
2021-06-26,22,70
2021-06-26,23,67
2021-06-27,0,58
2021-06-27,1,56
2021-06-27,2,55
2021-06-27,3,50
2021-06-27,6,45
2021-06-27,8,58
2021-06-27,9,67
2021-06-27,10,78
2021-06-27,11,96
2021-06-27,12,108
2021-06-27,13,114
2021-06-27,14,114
2021-06-27,15,116
2021-06-27,16,106
2021-06-27,17,100
2021-06-27,18,93
2021-06-27,19,79
2021-06-27,20,70
2021-06-27,21,70
2021-06-27,22,63
2021-06-27,23,66
2021-06-28,0,64
2021-06-28,1,51
2021-06-28,3,52
2021-06-28,5,47
2021-06-28,6,52
2021-06-28,7,66
2021-06-28,8,73
2021-06-28,9,77
2021-06-28,10,79
2021-06-28,11,81
2021-06-28,12,90
2021-06-28,13,89
2021-06-28,14,88
2021-06-28,15,90
2021-06-28,16,89
2021-06-28,17,92
2021-06-28,18,89
2021-06-28,19,82
2021-06-28,20,73
2021-06-28,21,73
2021-06-28,22,67
2021-06-28,23,65
2021-06-29,0,47
2021-06-29,2,54
2021-06-29,3,52
2021-06-29,4,51
2021-06-29,5,48
2021-06-29,6,52
2021-06-29,7,66
2021-06-29,8,72
2021-06-29,9,76
2021-06-29,10,78
2021-06-29,11,80
2021-06-29,12,86
2021-06-29,13,85
2021-06-29,14,86
2021-06-29,15,89
2021-06-29,16,89
2021-06-29,17,92
2021-06-29,18,90
2021-06-29,19,83
2021-06-29,20,75
2021-06-29,21,76
2021-06-29,22,71
2021-06-29,23,62
2021-06-30,0,46
2021-06-30,5,48
2021-06-30,6,52
2021-06-30,7,67
2021-06-30,8,73
2021-06-30,9,77
2021-06-30,10,78
2021-06-30,11,80
2021-06-30,12,86
2021-06-30,13,86
2021-06-30,14,86
2021-06-30,15,92
2021-06-30,16,92
2021-06-30,17,95
2021-06-30,18,94
2021-06-30,19,87
2021-06-30,20,79
2021-06-30,21,81
2021-06-30,22,75
2021-06-30,23,66
2021-07-01,0,41
2021-07-01,3,48
2021-07-01,6,53
2021-07-01,7,60
2021-07-01,8,67
2021-07-01,9,69
2021-07-01,10,71
2021-07-01,11,71
2021-07-01,12,76
2021-07-01,13,76
2021-07-01,14,77
2021-07-01,15,81
2021-07-01,16,80
2021-07-01,17,83
2021-07-01,18,78
2021-07-01,19,72
2021-07-01,20,65
2021-07-01,21,66
2021-07-01,22,71
2021-07-01,23,66
2021-07-02,0,49
2021-07-02,1,46
2021-07-02,2,53
2021-07-02,5,55
2021-07-02,6,58
2021-07-02,7,63
2021-07-02,8,71
2021-07-02,9,72
2021-07-02,10,77
2021-07-02,11,82
2021-07-02,12,91
2021-07-02,13,92
2021-07-02,14,92
2021-07-02,15,96
2021-07-02,16,94
2021-07-02,17,95
2021-07-02,18,86
2021-07-02,19,76
2021-07-02,20,71
2021-07-02,21,72
2021-07-02,22,71
2021-07-02,23,67
2021-07-03,0,59
2021-07-03,1,56
2021-07-03,2,57
2021-07-03,3,57
2021-07-03,6,57
2021-07-03,7,60
2021-07-03,8,65
2021-07-03,9,71
2021-07-03,10,79
2021-07-03,11,91
2021-07-03,12,105
2021-07-03,13,112
2021-07-03,14,113
2021-07-03,15,116
2021-07-03,16,109
2021-07-03,17,104
2021-07-03,18,94
2021-07-03,19,81
2021-07-03,20,72
2021-07-03,21,71
2021-07-03,22,69
2021-07-03,23,61
2021-07-04,0,69
2021-07-04,1,67
2021-07-04,2,68
2021-07-04,3,67
2021-07-04,6,63
2021-07-04,7,65
2021-07-04,8,70
2021-07-04,9,73
2021-07-04,10,81
2021-07-04,11,93
2021-07-04,12,106
2021-07-04,13,113
2021-07-04,14,114
2021-07-04,15,117
2021-07-04,16,109
2021-07-04,17,104
2021-07-04,18,94
2021-07-04,19,81
2021-07-04,20,73
2021-07-04,21,71
2021-07-04,22,69
2021-07-04,23,62
2021-07-05,0,47
2021-07-05,1,44
2021-07-05,2,44
2021-07-05,3,44
2021-07-05,6,56
2021-07-05,7,62
2021-07-05,8,70
2021-07-05,9,70
2021-07-05,10,72
2021-07-05,11,73
2021-07-05,12,82
2021-07-05,13,82
2021-07-05,14,81
2021-07-05,15,82
2021-07-05,16,81
2021-07-05,17,84
2021-07-05,18,78
2021-07-05,19,72
2021-07-05,20,65
2021-07-05,21,62
2021-07-05,22,59
2021-07-05,23,51
2021-07-06,0,48
2021-07-06,5,48
2021-07-06,6,56
2021-07-06,7,63
2021-07-06,8,69
2021-07-06,9,70
2021-07-06,10,71
2021-07-06,11,73
2021-07-06,12,80
2021-07-06,13,79
2021-07-06,14,80
2021-07-06,15,82
2021-07-06,16,83
2021-07-06,17,86
2021-07-06,18,81
2021-07-06,19,75
2021-07-06,20,67
2021-07-06,22,64
2021-07-06,23,58
2021-07-07,0,47
2021-07-07,1,45
2021-07-07,2,45
2021-07-07,5,48
2021-07-07,6,53
2021-07-07,7,60
2021-07-07,8,66
2021-07-07,9,67
2021-07-07,10,68
2021-07-07,11,69
2021-07-07,12,76
2021-07-07,13,76
2021-07-07,14,77
2021-07-07,15,81
2021-07-07,16,81
2021-07-07,17,84
2021-07-07,18,79
2021-07-07,19,74
2021-07-07,20,67
2021-07-07,21,67
2021-07-07,22,64
2021-07-07,23,58
2021-07-08,0,48
2021-07-08,1,46
2021-07-08,2,46
2021-07-08,6,53
2021-07-08,7,59
2021-07-08,8,66
2021-07-08,9,67
2021-07-08,10,68
2021-07-08,11,71
2021-07-08,12,79
2021-07-08,13,80
2021-07-08,14,80
2021-07-08,15,86
2021-07-08,16,86
2021-07-08,17,88
2021-07-08,18,83
2021-07-08,19,78
2021-07-08,20,71
2021-07-08,21,71
2021-07-08,22,68
2021-07-08,23,62
2021-07-09,0,50
2021-07-09,1,47
2021-07-09,2,48
2021-07-09,6,52
2021-07-09,7,57
2021-07-09,8,64
2021-07-09,9,65
2021-07-09,10,70
2021-07-09,11,78
2021-07-09,12,90
2021-07-09,13,91
2021-07-09,14,91
2021-07-09,15,97
2021-07-09,16,96
2021-07-09,17,96
2021-07-09,18,87
2021-07-09,19,77
2021-07-09,20,72
2021-07-09,21,73
2021-07-09,22,69
2021-07-09,23,63
2021-07-10,0,61
2021-07-10,1,59
2021-07-10,2,59
2021-07-10,3,57
2021-07-10,4,50
2021-07-10,7,55
2021-07-10,8,60
2021-07-10,9,66
2021-07-10,10,77
2021-07-10,11,92
2021-07-10,12,106
2021-07-10,13,113
2021-07-10,14,114
2021-07-10,15,120
2021-07-10,16,114
2021-07-10,17,109
2021-07-10,18,98
2021-07-10,19,85
2021-07-10,20,75
2021-07-10,21,74
2021-07-10,22,69
2021-07-10,23,61
2021-07-11,0,55
2021-07-11,1,56
2021-07-11,2,56
2021-07-11,4,46
2021-07-11,6,47
2021-07-11,7,49
2021-07-11,8,53
2021-07-11,9,56
2021-07-11,10,65
2021-07-11,11,79
2021-07-11,12,91
2021-07-11,13,98
2021-07-11,14,98
2021-07-11,15,103
2021-07-11,16,94
2021-07-11,17,88
2021-07-11,18,76
2021-07-11,19,62
2021-07-11,20,52
2021-07-11,21,51
2021-07-11,22,46
2021-07-11,23,39
2021-07-12,0,55
2021-07-12,1,53
2021-07-12,6,54
2021-07-12,7,61
2021-07-12,8,68
2021-07-12,9,69
2021-07-12,10,71
2021-07-12,11,72
2021-07-12,12,81
2021-07-12,13,80
2021-07-12,14,79
2021-07-12,15,81
2021-07-12,16,80
2021-07-12,17,83
2021-07-12,18,76
2021-07-12,19,69
2021-07-12,20,60
2021-07-12,21,58
2021-07-12,22,55
2021-07-12,23,48
2021-07-13,0,45
2021-07-13,1,44
2021-07-13,5,43
2021-07-13,6,47
2021-07-13,7,55
2021-07-13,8,60
2021-07-13,9,60
2021-07-13,10,66
2021-07-13,11,66
2021-07-13,12,73
2021-07-13,13,72
2021-07-13,14,72
2021-07-13,15,76
2021-07-13,16,76
2021-07-13,17,79
2021-07-13,18,73
2021-07-13,19,65
2021-07-13,20,56
2021-07-13,21,56
2021-07-13,22,53
2021-07-13,23,47
2021-07-14,0,50
2021-07-14,1,50
2021-07-14,5,49
2021-07-14,6,52
2021-07-14,7,62
2021-07-14,8,66
2021-07-14,9,66
2021-07-14,10,69
2021-07-14,11,69
2021-07-14,12,75
2021-07-14,13,75
2021-07-14,14,76
2021-07-14,15,80
2021-07-14,16,80
2021-07-14,17,83
2021-07-14,18,77
2021-07-14,19,71
2021-07-14,20,63
2021-07-14,21,64
2021-07-14,22,60
2021-07-14,23,54
2021-07-15,0,47
2021-07-15,6,49
2021-07-15,7,58
2021-07-15,8,62
2021-07-15,9,62
2021-07-15,10,66
2021-07-15,11,68
2021-07-15,12,75
2021-07-15,13,75
2021-07-15,14,76
2021-07-15,15,79
2021-07-15,16,79
2021-07-15,17,81
2021-07-15,18,75
2021-07-15,19,68
2021-07-15,20,62
2021-07-15,21,62
2021-07-15,22,59
2021-07-15,23,53
2021-07-16,0,46
2021-07-16,1,48
2021-07-16,2,47
2021-07-16,4,43
2021-07-16,5,42
2021-07-16,6,46
2021-07-16,7,53
2021-07-16,8,57
2021-07-16,9,58
2021-07-16,10,64
2021-07-16,11,71
2021-07-16,12,81
2021-07-16,13,82
2021-07-16,14,83
2021-07-16,15,86
2021-07-16,16,83
2021-07-16,17,83
2021-07-16,18,72
2021-07-16,19,61
2021-07-16,20,56
2021-07-16,21,58
2021-07-16,22,53
2021-07-16,23,53
2021-07-17,0,49
2021-07-17,1,52
2021-07-17,2,51
2021-07-17,3,48
2021-07-17,4,43
2021-07-17,6,46
2021-07-17,7,50
2021-07-17,8,53
2021-07-17,9,58
2021-07-17,10,70
2021-07-17,11,85
2021-07-17,12,97
2021-07-17,13,104
2021-07-17,14,105
2021-07-17,15,109
2021-07-17,16,101
2021-07-17,17,95
2021-07-17,18,82
2021-07-17,19,68
2021-07-17,20,59
2021-07-17,21,58
2021-07-17,22,53
2021-07-17,23,49
2021-07-18,0,48
2021-07-18,1,51
2021-07-18,2,50
2021-07-18,7,47
2021-07-18,8,48
2021-07-18,9,51
2021-07-18,10,61
2021-07-18,11,74
2021-07-18,12,84
2021-07-18,13,90
2021-07-18,14,91
2021-07-18,15,93
2021-07-18,16,84
2021-07-18,17,77
2021-07-18,18,67
2021-07-18,19,53
2021-07-18,20,45
2021-07-18,21,44
2021-07-18,22,39
2021-07-18,23,36
2021-07-19,0,65
2021-07-19,5,50
2021-07-19,6,54
2021-07-19,7,63
2021-07-19,8,67
2021-07-19,9,67
2021-07-19,10,71
2021-07-19,11,69
2021-07-19,12,76
2021-07-19,13,75
2021-07-19,14,75
2021-07-19,15,74
2021-07-19,16,73
2021-07-19,17,75
2021-07-19,18,70
2021-07-19,19,63
2021-07-19,20,56
2021-07-19,21,53
2021-07-19,22,50
2021-07-19,23,47
2021-07-20,0,54
2021-07-20,1,49
2021-07-20,2,47
2021-07-20,6,49
2021-07-20,7,58
2021-07-20,8,61
2021-07-20,9,61
2021-07-20,10,65
2021-07-20,11,64
2021-07-20,12,69
2021-07-20,13,68
2021-07-20,14,68
2021-07-20,15,69
2021-07-20,16,68
2021-07-20,17,71
2021-07-20,18,67
2021-07-20,19,60
2021-07-20,20,53
2021-07-20,21,53
2021-07-20,22,51
2021-07-20,23,49
2021-07-21,0,52
2021-07-21,5,45
2021-07-21,6,48
2021-07-21,7,57
2021-07-21,8,60
2021-07-21,9,60
2021-07-21,10,64
2021-07-21,11,62
2021-07-21,12,67
2021-07-21,13,66
2021-07-21,14,67
2021-07-21,15,69
2021-07-21,16,69
2021-07-21,17,71
2021-07-21,18,67
2021-07-21,19,61
2021-07-21,20,54
2021-07-21,21,55
2021-07-21,22,53
2021-07-21,23,50
2021-07-22,0,52
2021-07-22,1,50
2021-07-22,3,47
2021-07-22,7,57
2021-07-22,8,60
2021-07-22,9,60
2021-07-22,10,64
2021-07-22,11,65
2021-07-22,12,70
2021-07-22,13,70
2021-07-22,14,71
2021-07-22,15,73
2021-07-22,16,72
2021-07-22,17,74
2021-07-22,18,70
2021-07-22,19,63
2021-07-22,20,56
2021-07-22,21,59
2021-07-22,22,57
2021-07-22,23,54
2021-07-23,0,51
2021-07-23,1,47
2021-07-23,2,46
2021-07-23,6,43
2021-07-23,7,51
2021-07-23,8,54
2021-07-23,9,55
2021-07-23,10,61
2021-07-23,11,68
2021-07-23,12,76
2021-07-23,13,77
2021-07-23,14,77
2021-07-23,15,79
2021-07-23,16,76
2021-07-23,17,75
2021-07-23,18,67
2021-07-23,19,56
2021-07-23,20,51
2021-07-23,21,54
2021-07-23,22,51
2021-07-23,23,49
2021-07-24,0,51
2021-07-24,1,49
2021-07-24,2,48
2021-07-24,3,45
2021-07-24,8,49
2021-07-24,9,54
2021-07-24,10,67
2021-07-24,11,81
2021-07-24,12,91
2021-07-24,13,98
2021-07-24,14,99
2021-07-24,15,100
2021-07-24,16,92
2021-07-24,17,85
2021-07-24,18,76
2021-07-24,19,62
2021-07-24,20,52
2021-07-24,21,53
2021-07-24,22,49
2021-07-24,23,46
2021-07-25,0,53
2021-07-25,1,51
2021-07-25,6,40
2021-07-25,7,45
2021-07-25,8,47
2021-07-25,9,49
2021-07-25,10,59
2021-07-25,11,72
2021-07-25,12,82
2021-07-25,13,88
2021-07-25,14,89
2021-07-25,15,91
2021-07-25,16,81
2021-07-25,17,74
2021-07-25,18,65
2021-07-25,19,51
2021-07-25,20,43
2021-07-25,21,44
2021-07-25,22,40
2021-07-25,23,39
2021-07-26,0,70
2021-07-26,2,54
2021-07-26,6,52
2021-07-26,7,62
2021-07-26,8,66
2021-07-26,9,66
2021-07-26,10,69
2021-07-26,11,67
2021-07-26,12,74
2021-07-26,13,73
2021-07-26,14,72
2021-07-26,15,73
2021-07-26,16,71
2021-07-26,17,74
2021-07-26,18,69
2021-07-26,19,62
2021-07-26,20,54
2021-07-26,21,54
2021-07-26,22,52
2021-07-26,23,50
2021-07-27,0,60
2021-07-27,6,49
2021-07-27,7,59
2021-07-27,8,62
2021-07-27,9,62
2021-07-27,10,65
2021-07-27,11,63
2021-07-27,12,69
2021-07-27,13,68
2021-07-27,14,69
2021-07-27,15,70
2021-07-27,16,70
2021-07-27,17,73
2021-07-27,18,69
2021-07-27,19,62
2021-07-27,20,54
2021-07-27,21,56
2021-07-27,22,54
2021-07-28,0,47
2021-07-28,2,52
2021-07-28,5,45
2021-07-28,6,50
2021-07-28,7,60
2021-07-28,8,63
2021-07-28,9,63
2021-07-28,10,66
2021-07-28,11,64
2021-07-28,12,70
2021-07-28,13,69
2021-07-28,14,70
2021-07-28,15,72
2021-07-28,16,72
2021-07-28,17,75
2021-07-28,18,71
2021-07-28,19,65
2021-07-28,20,57
2021-07-28,21,60
2021-07-28,22,58
2021-07-28,23,56
2021-08-29,0,43
2021-08-29,1,49
2021-08-29,2,54
2021-08-29,3,49
2021-08-29,4,46
2021-08-29,5,43
2021-08-29,6,45
2021-08-29,8,52
2021-08-29,9,54
2021-08-29,10,63
2021-08-29,11,77
2021-08-29,12,88
2021-08-29,13,94
2021-08-29,14,94
2021-08-29,15,97
2021-08-29,16,87
2021-08-29,17,81
2021-08-29,18,72
2021-08-29,19,58
2021-08-29,20,50
2021-08-29,21,51
2021-08-29,22,47
2021-08-29,23,43
2021-08-30,0,58
2021-08-30,7,60
2021-08-30,8,63
2021-08-30,9,63
2021-08-30,10,65
2021-08-30,11,64
2021-08-30,12,72
2021-08-30,13,71
2021-08-30,14,70
2021-08-30,15,74
2021-08-30,16,73
2021-08-30,17,75
2021-08-30,18,71
2021-08-30,19,64
2021-08-30,20,56
2021-08-30,21,57
2021-08-30,22,55
2021-08-30,23,46
2021-08-31,5,42
2021-08-31,6,47
2021-08-31,7,57
2021-08-31,8,60
2021-08-31,9,59
2021-08-31,10,62
2021-08-31,11,60
2021-08-31,12,66
2021-08-31,13,65
2021-08-31,14,69
2021-08-31,15,76
2021-08-31,16,75
2021-08-31,17,79
2021-08-31,18,75
2021-08-31,19,69
2021-08-31,20,61
2021-08-31,21,66
2021-08-31,23,61
2021-09-01,5,49
2021-09-01,6,52
2021-09-01,7,59
2021-09-01,8,67
2021-09-01,9,68
2021-09-01,10,65
2021-09-01,11,63
2021-09-01,12,56
2021-09-01,13,56
2021-09-01,14,56
2021-09-01,15,60
2021-09-01,16,61
2021-09-01,17,64
2021-09-01,18,59
2021-09-01,19,54
2021-09-01,20,46
2021-09-01,21,47
2021-09-01,22,52
2021-09-02,0,33
2021-09-02,6,43
2021-09-02,7,50
2021-09-02,8,57
2021-09-02,9,57
2021-09-02,10,55
2021-09-02,11,55
2021-09-02,12,59
2021-09-02,13,59
2021-09-02,14,59
2021-09-02,15,63
2021-09-02,16,63
2021-09-02,17,65
2021-09-02,18,60
2021-09-02,19,55
2021-09-02,20,46
2021-09-02,21,48
2021-09-02,22,47
2021-09-02,23,43
2021-09-03,5,39
2021-09-03,6,42
2021-09-03,7,47
2021-09-03,8,55
2021-09-03,9,55
2021-09-03,10,53
2021-09-03,11,57
2021-09-03,12,69
2021-09-03,13,70
2021-09-03,14,71
2021-09-03,15,74
2021-09-03,16,72
2021-09-03,17,72
2021-09-03,18,64
2021-09-03,19,54
2021-09-03,20,48
2021-09-03,22,48
2021-09-03,23,44
2021-09-04,0,49
2021-09-04,8,57
2021-09-04,9,62
2021-09-04,10,69
2021-09-04,11,81
2021-09-04,12,95
2021-09-04,13,102
2021-09-04,14,103
2021-09-04,15,106
2021-09-04,16,99
2021-09-04,17,94
2021-09-04,18,84
2021-09-04,19,71
2021-09-04,20,61
2021-09-04,21,60
2021-09-04,22,57
2021-09-04,23,49
2021-09-05,0,55
2021-09-05,7,51
2021-09-05,10,63
2021-09-05,11,78
2021-09-05,12,91
2021-09-05,13,98
2021-09-05,14,98
2021-09-05,15,102
2021-09-05,16,94
2021-09-05,17,89
2021-09-05,18,79
2021-09-05,19,66
2021-09-05,20,57
2021-09-05,23,42
2021-09-06,5,43
2021-09-06,6,51
2021-09-06,7,58
2021-09-06,8,65
2021-09-06,9,65
2021-09-06,10,63
2021-09-06,11,63
2021-09-06,12,73
2021-09-06,13,72
2021-09-06,14,71
2021-09-06,15,72
2021-09-06,16,71
2021-09-06,17,75
2021-09-06,18,69
2021-09-06,19,63
2021-09-06,20,54
2021-09-06,21,52
2021-09-06,22,49
2021-09-06,23,42
2021-09-07,6,47
2021-09-07,7,54
2021-09-07,8,61
2021-09-07,9,61
2021-09-07,10,59
2021-09-07,11,59
2021-09-07,12,66
2021-09-07,13,66
2021-09-07,14,66
2021-09-07,15,69
2021-09-07,16,69
2021-09-07,17,73
2021-09-07,18,68
2021-09-07,19,62
2021-09-07,20,53
2021-09-07,21,54
2021-09-07,22,50
2021-09-07,23,44
2021-09-08,0,40
2021-09-08,4,40
2021-09-08,5,40
2021-09-08,6,46
2021-09-08,7,53
2021-09-08,8,60
2021-09-08,9,60
2021-09-08,10,58
2021-09-08,11,58
2021-09-08,12,65
2021-09-08,13,65
2021-09-08,14,66
2021-09-08,15,72
2021-09-08,16,72
2021-09-08,17,76
2021-09-08,18,71
2021-09-08,19,65
2021-09-08,20,57
2021-09-08,21,58
2021-09-08,22,54
2021-09-08,23,48
2021-09-09,0,45
2021-09-09,5,44
2021-09-09,6,49
2021-09-09,7,56
2021-09-09,8,63
2021-09-09,9,63
2021-09-09,10,63
2021-09-09,11,65
2021-09-09,12,73
2021-09-09,13,73
2021-09-09,14,74
2021-09-09,15,80
2021-09-09,16,80
2021-09-09,17,82
2021-09-09,18,77
2021-09-09,19,72
2021-09-09,20,63
2021-09-09,21,64
2021-09-09,22,61
2021-09-09,23,54
2021-09-10,0,57
2021-09-10,1,54
2021-09-10,3,53
2021-09-10,7,57
2021-09-10,8,64
2021-09-10,9,64
2021-09-10,10,67
2021-09-10,11,75
2021-09-10,12,87
2021-09-10,13,87
2021-09-10,14,88
2021-09-10,15,94
2021-09-10,16,92
2021-09-10,17,92
2021-09-10,18,83
2021-09-10,19,73
2021-09-10,20,66
2021-09-10,21,67
2021-09-10,22,63
2021-09-10,23,57
2021-09-11,0,57
2021-09-11,2,57
2021-09-11,3,55
2021-09-11,8,59
2021-09-11,9,64
2021-09-11,10,73
2021-09-11,11,88
2021-09-11,12,101
2021-09-11,13,108
2021-09-11,14,109
2021-09-11,15,113
2021-09-11,16,105
2021-09-11,17,99
2021-09-11,18,87
2021-09-11,19,73
2021-09-11,20,62
2021-09-11,21,60
2021-09-11,22,55
2021-09-11,23,48
2021-09-12,0,66
2021-09-12,1,68
2021-09-12,2,68
2021-09-12,7,62
2021-09-12,8,67
2021-09-12,9,69
2021-09-12,10,77
2021-09-12,11,92
2021-09-12,12,103
2021-09-12,13,110
2021-09-12,14,110
2021-09-12,15,115
2021-09-12,16,106
2021-09-12,17,100
2021-09-12,18,88
2021-09-12,19,74
2021-09-12,20,63
2021-09-12,21,62
2021-09-12,23,50
2021-09-13,5,48
2021-09-13,6,52
2021-09-13,7,61
2021-09-13,8,66
2021-09-13,9,66
2021-09-13,10,70
2021-09-13,11,70
2021-09-13,12,79
2021-09-13,13,78
2021-09-13,14,77
2021-09-13,15,79
2021-09-13,16,78
2021-09-13,17,81
2021-09-13,18,74
2021-09-13,19,67
2021-09-13,20,57
2021-09-13,21,54
2021-09-13,22,51
2021-09-13,23,44
2021-09-14,0,56
2021-09-14,3,55
2021-09-14,4,54
2021-09-14,6,58
2021-09-14,7,67
2021-09-14,8,72
2021-09-14,9,71
2021-09-14,10,73
2021-09-14,11,73
2021-09-14,12,79
2021-09-14,13,79
2021-09-14,14,79
2021-09-14,15,82
2021-09-14,16,82
2021-09-14,17,85
2021-09-14,18,79
2021-09-14,19,72
2021-09-14,20,64
2021-09-14,21,64
2021-09-14,23,54
2021-09-15,6,52
2021-09-15,7,61
2021-09-15,8,66
2021-09-15,9,65
2021-09-15,10,66
2021-09-15,11,66
2021-09-15,12,73
2021-09-15,13,72
2021-09-15,14,73
2021-09-15,15,77
2021-09-15,16,77
2021-09-15,17,80
2021-09-15,18,74
2021-09-15,19,68
2021-09-15,20,60
2021-09-15,21,61
2021-09-15,23,50
2021-09-16,0,48
2021-09-16,1,49
2021-09-16,2,49
2021-09-16,6,49
2021-09-16,7,58
2021-09-16,8,62
2021-09-16,9,62
2021-09-16,10,63
2021-09-16,11,65
2021-09-16,12,72
2021-09-16,13,71
2021-09-16,14,72
2021-09-16,15,76
2021-09-16,16,75
2021-09-16,17,77
2021-09-16,18,71
2021-09-16,19,64
2021-09-16,20,57
2021-09-16,21,58
2021-09-16,22,54
2021-09-16,23,53
2021-09-17,0,48
2021-09-17,1,49
2021-09-17,2,49
2021-09-17,6,47
2021-09-17,7,54
2021-09-17,8,58
2021-09-17,9,58
2021-09-17,10,63
2021-09-17,11,70
2021-09-17,12,80
2021-09-17,13,80
2021-09-17,14,81
2021-09-17,15,84
2021-09-17,16,82
2021-09-17,17,81
2021-09-17,18,71
2021-09-17,19,60
2021-09-17,20,54
2021-09-17,21,55
2021-09-17,22,51
2021-09-17,23,48
2021-09-18,0,51
2021-09-18,1,53
2021-09-18,2,53
2021-09-18,3,50
2021-09-18,5,45
2021-09-18,6,47
2021-09-18,7,53
2021-09-18,8,55
2021-09-18,9,60
2021-09-18,10,70
2021-09-18,11,83
2021-09-18,12,95
2021-09-18,13,101
2021-09-18,14,102
2021-09-18,15,103
2021-09-18,16,95
2021-09-18,17,89
2021-09-18,18,79
2021-09-18,19,65
2021-09-18,20,55
2021-09-18,21,54
2021-09-18,22,48
2021-09-18,23,45
2021-09-19,0,62
2021-09-19,1,60
2021-09-19,2,60
2021-09-19,4,51
2021-09-19,7,57
2021-09-19,8,58
2021-09-19,9,60
2021-09-19,10,68
2021-09-19,11,81
2021-09-19,12,91
2021-09-19,13,97
2021-09-19,14,98
2021-09-19,15,100
2021-09-19,16,90
2021-09-19,17,84
2021-09-19,18,74
2021-09-19,19,60
2021-09-19,20,51
2021-09-19,21,50
2021-09-19,22,45
2021-09-19,23,42
2021-09-20,6,55
2021-09-20,7,64
2021-09-20,8,67
2021-09-20,9,67
2021-09-20,10,68
2021-09-20,11,67
2021-09-20,12,73
2021-09-20,13,72
2021-09-20,14,71
2021-09-20,15,70
2021-09-20,16,68
2021-09-20,17,71
2021-09-20,18,66
2021-09-20,19,59
2021-09-20,20,52
2021-09-20,21,49
2021-09-20,22,47
2021-09-20,23,45
2021-09-21,0,57
2021-09-21,1,51
2021-09-21,5,48
2021-09-21,6,52
2021-09-21,7,61
2021-09-21,8,64
2021-09-21,9,63
2021-09-21,10,65
2021-09-21,11,63
2021-09-21,12,67
2021-09-21,13,66
2021-09-21,14,66
2021-09-21,15,66
2021-09-21,16,66
2021-09-21,17,69
2021-09-21,18,65
2021-09-21,19,58
2021-09-21,20,51
2021-09-21,21,51
2021-09-21,22,49
2021-09-21,23,47
2021-09-22,0,56
2021-09-22,1,52
2021-09-22,5,49
2021-09-22,6,52
2021-09-22,7,61
2021-09-22,8,64
2021-09-22,9,64
2021-09-22,10,65
2021-09-22,11,63
2021-09-22,12,67
2021-09-22,13,66
2021-09-22,14,67
2021-09-22,15,69
2021-09-22,16,68
2021-09-22,17,71
2021-09-22,18,68
2021-09-22,19,61
2021-09-22,20,54
2021-09-22,21,57
2021-09-22,22,54
2021-09-22,23,52
2021-09-23,1,52
2021-09-23,5,46
2021-09-23,6,50
2021-09-23,7,59
2021-09-23,8,62
2021-09-23,9,61
2021-09-23,10,62
2021-09-23,11,62
2021-09-23,12,67
2021-09-23,13,66
2021-09-23,14,67
2021-09-23,15,69
2021-09-23,16,68
2021-09-23,17,70
2021-09-23,18,66
2021-09-23,19,60
2021-09-23,20,53
2021-09-23,21,55
2021-09-23,22,53
2021-09-23,23,50
2021-09-24,0,52
2021-09-24,1,49
2021-09-24,6,45
2021-09-24,7,52
2021-09-24,8,55
2021-09-24,9,55
2021-09-24,10,60
2021-09-24,11,65
2021-09-24,12,73
2021-09-24,13,73
2021-09-24,14,74
2021-09-24,15,75
2021-09-24,16,71
2021-09-24,17,71
2021-09-24,18,63
2021-09-24,19,52
2021-09-24,20,47
2021-09-24,21,50
2021-09-24,22,47
2021-09-24,23,45
2021-09-25,0,55
2021-09-25,1,53
2021-09-25,2,52
2021-09-25,3,49
2021-09-25,4,44
2021-09-25,8,52
2021-09-25,9,57
2021-09-25,10,67
2021-09-25,11,80
2021-09-25,12,90
2021-09-25,13,96
2021-09-25,14,97
2021-09-25,15,98
2021-09-25,16,90
2021-09-25,17,83
2021-09-25,18,74
2021-09-25,19,60
2021-09-25,20,51
2021-09-25,21,52
2021-09-25,22,47
2021-09-25,23,45
2021-09-26,0,59
2021-09-26,1,56
2021-09-26,2,55
2021-09-26,7,50
2021-09-26,8,52
2021-09-26,9,53
2021-09-26,10,61
2021-09-26,11,74
2021-09-26,12,82
2021-09-26,13,89
2021-09-26,14,89
2021-09-26,15,91
2021-09-26,16,81
2021-09-26,17,74
2021-09-26,18,65
2021-09-26,19,52
2021-09-26,20,43
2021-09-26,21,44
2021-09-26,22,40
2021-09-26,23,39
2021-09-27,6,54
2021-09-27,7,64
2021-09-27,8,67
2021-09-27,9,66
2021-09-27,10,67
2021-09-27,11,65
2021-09-27,12,72
2021-09-27,13,71
2021-09-27,14,71
2021-09-27,15,70
2021-09-27,16,68
2021-09-27,17,71
2021-09-27,18,67
2021-09-27,19,59
2021-09-27,20,51
2021-09-27,21,52
